tract,USP_2012,USS_2012,USC_2012,USP_2016,USS_2016,USC_2016,USP_CHANGE,USS_CHANGE,USC_CHANGE,POPDENSITY_2015,POPDENSITY_CHANGE,NONWHITE_2015,NONWHITE_CHANGE,UNEMPLOYMENT_2015,UNEMPLOYMENT_CHANGE,COLLEGE_2015,COLLEGE_CHANGE,INCOME_2015,INCOME_CHANGE
1400000US42001030101,0.445830086,0.43515625,0.554681353,0.520348837,0.488824802,0.601459854,0.074518751,0.053668552,0.046778501,122.3273415,-0.004235657,5.2,0.130434783,6.3,0.852941176,19.7,0.04787234,74667,0.055677304
1400000US42001030102,0.360099338,0.317651957,0.477838751,0.45683728,0.403287462,0.527173913,0.096737942,0.085635505,0.049335162,220.7570115,0.017516202,5.4,-0.169230769,5.9,-0.180555556,23.5,0.496815287,66806,0.071089591
1400000US42001030200,0.419403739,0.390481064,0.536560247,0.511120802,0.48580166,0.598575879,0.091717063,0.095320596,0.062015632,111.1158615,-0.080975954,17.9,0.169934641,7,0.320754717,12.6,0.06779661,51573,-0.016233023
1400000US42001030300,0.414072229,0.378835316,0.483972344,0.449180328,0.428961749,0.535991141,0.035108099,0.050126433,0.052018797,98.67902665,0.082909461,10.9,-0.362573099,5.7,0.14,16.8,-0.034482759,62757,0.190134835
1400000US42001030400,0.267944535,0.26674887,0.370463079,0.414486159,0.380735684,0.484344801,0.146541624,0.113986814,0.113881722,84.12924202,0.023847377,7.5,-0.342105263,3.8,0.310344828,22.7,0.247252747,60478,0.05741861
1400000US42001030500,0.367647059,0.332094176,0.476635514,0.434017595,0.420930233,0.549528302,0.066370536,0.088836057,0.072892788,152.5898842,0.021762786,16.4,0.205882353,6.9,0.38,18,0.022727273,54435,0.046042391
1400000US42001030600,0.203463203,0.188377724,0.321253673,0.263846489,0.251304348,0.38960462,0.060383286,0.062926624,0.068350947,143.9484503,0.004067521,12.4,-0.303370787,7.7,0.673913043,21.1,0.019323671,59286,-0.027524441
1400000US42001030700,0.286699108,0.223990208,0.373816385,0.429621463,0.383657017,0.518144407,0.142922355,0.159666809,0.144328022,209.5098477,-0.010982398,11.3,0.255555556,7.4,-0.168539326,15.5,0.107142857,59058,0.201953801
1400000US42001030800,0.344611529,0.295325332,0.430979644,0.481808159,0.422160665,0.54322726,0.13719663,0.126835333,0.112247616,317.3021311,-0.025017088,7.2,-0.172413793,5,0.020408163,15.8,0.161764706,63164,0.115006443
1400000US42001030900,0.231770833,0.209876543,0.325864033,0.337387964,0.298788265,0.417794971,0.105617131,0.088911722,0.091930938,774.6980796,0.083483317,15.1,0.348214286,4.6,-0.148148148,16.7,0.255639098,55773,0.148017784
1400000US42001031000,0.330760095,0.293413174,0.403636364,0.436061381,0.400765795,0.528562049,0.105301286,0.107352621,0.124925685,618.1700614,0.178065311,0.8,N/A,3.5,0.060606061,24.1,2.651515152,64356,0.090890599
1400000US42001031101,0.172209034,0.125453662,0.257554801,0.349074855,0.274783888,0.411466158,0.176865821,0.149330226,0.153911357,4245.478036,-0.069473287,8.4,1.333333333,4.7,0.382352941,13.3,0.156521739,44310,0.014934262
1400000US42001031102,0.303852525,0.270606088,0.392538717,0.4165395,0.381119039,0.507498447,0.112686975,0.110512951,0.11495973,502.0970641,0.108465608,7.1,7.875,2.2,-0.435897436,21.8,0.379746835,71711,-0.032775387
1400000US42001031201,0.298547606,0.26395664,0.366886689,0.326139089,0.306916427,0.431391905,0.027591483,0.042959787,0.064505216,141.5275748,0.013215859,6.6,3.714285714,6.8,0.942857143,40.3,0.404181185,70566,0.144994321
1400000US42001031202,0.454318937,0.450125733,0.504237288,0.587386018,0.528823982,0.652377241,0.133067081,0.078698249,0.148139953,248.8073394,0.022238975,0,-1,3.4,-0.128205128,23.3,0.33908046,75833,0.043568607
1400000US42001031203,0.464311994,0.459719143,0.536438768,0.556361239,0.494,0.617825793,0.092049245,0.034280857,0.081387025,180.2895577,0.006363347,2.5,-0.390243902,8.1,1.131578947,20.6,0.233532934,74000,0.111728738
1400000US42001031300,0.321123321,0.315757204,0.418284283,0.470706059,0.421976919,0.546487603,0.149582738,0.106219715,0.12820332,2955.422488,0.003161698,5.1,-0.227272727,5.3,0.325,17.8,0.227586207,55902,0.105481728
1400000US42001031401,0.13487134,0.096342551,0.218665464,0.114245416,0.143787808,0.251668255,-0.020625924,0.047445257,0.033002791,367.63935,0.02459216,14.5,0.330275229,3.7,0.027777778,29.9,-0.174033149,72580,0.278357052
1400000US42001031402,0.223662885,0.190243902,0.310945274,0.256779192,0.247666118,0.379932356,0.033116307,0.057422216,0.068987082,91.16549904,-0.016683023,4.7,-0.113207547,7.8,0.026315789,30.1,0.114814815,63500,0.164176368
1400000US42001031501,-0.281556409,-0.260995514,-0.176842723,-0.361903359,-0.268444009,-0.217488029,-0.08034695,-0.007448495,-0.040645306,5945.804196,-0.013344938,16,0.142857143,6.9,0.232142857,36.6,-0.297504798,42321,0.036441114
1400000US42001031502,-0.213974813,-0.193084516,-0.087101649,-0.228209026,-0.168821532,-0.107319225,-0.014234213,0.024262984,-0.020217576,3869.605142,-0.007536505,30.8,0.547738693,10.4,0.529411765,27.1,-0.14511041,33661,-0.193284762
1400000US42001031600,0.27620118,0.303038909,0.336499712,0.385894207,0.364943253,0.453610897,0.109693027,0.061904344,0.117111185,149.2108738,0.031290743,6,0.764705882,4.3,0.102564103,33.9,0.629807692,75687,0.04889203
1400000US42001031700,0.300155521,0.314917127,0.416129032,0.428672818,0.387535817,0.500367377,0.128517297,0.07261869,0.084238345,69.25026982,-0.069477234,7.2,-0.088607595,3.8,-0.095238095,18.9,-0.091346154,55214,0.016121315
1400000US42003010300,-0.49250028,-0.437603047,-0.449541231,-0.538771979,-0.446384401,-0.514078837,-0.046271699,-0.008781354,-0.064537606,18900.9009,0.394946808,32.4,0.421052632,10.5,-0.403409091,12.4,-0.248484848,41071,2.691775281
1400000US42003020100,-0.392466712,-0.365882916,-0.482077319,-0.447553923,-0.308109996,-0.405846228,-0.055087211,0.05777292,0.076231091,6265.432099,-0.237558685,23.4,-0.533864542,7,0.489361702,63.5,1.048387097,67750,0.621007298
1400000US42003020300,-0.319903193,-0.330388939,-0.562702572,-0.449756283,-0.294926984,-0.391229861,-0.12985309,0.035461955,0.171472711,1214.634146,0.482142857,16.9,-0.600472813,2.8,N/A,81.9,0.273716952,94643,0.540363269
1400000US42003030500,-0.927690515,-0.914116456,-0.521380891,-0.909760839,-0.882039815,-0.887307742,0.017929676,0.032076641,-0.365926851,8624.031008,-0.035961872,90.9,0.082142857,23,0.004366812,10.2,-0.527777778,17997,0.230479967
1400000US42003040200,-0.633415599,-0.611484544,-0.54355552,-0.688236804,-0.593783069,-0.59732756,-0.054821205,0.017701475,-0.05377204,7244.725738,-0.29486653,64.1,-0.010802469,22,1.75,32.9,-0.098630137,19214,-0.1729867
1400000US42003040400,-0.488800494,-0.490241228,-0.544698814,-0.64776631,-0.559256299,-0.652009931,-0.158965816,-0.069015071,-0.107311117,27246.75325,0.046906188,45.2,0.252077562,5.7,1.192307692,84,0.290322581,26196,0.283740076
1400000US42003040500,-0.469704753,-0.399295084,-0.475423375,-0.599433607,-0.477759136,-0.506295868,-0.129728854,-0.078464052,-0.030872493,19939.56044,0.324936108,17.1,-0.185714286,6.7,-0.247191011,67.4,0.514606742,17441,0.205071512
1400000US42003040600,-0.516799493,-0.482671903,-0.407981522,-0.641878796,-0.515614729,-0.564282092,-0.125079303,-0.032942826,-0.15630057,22377.55102,-0.008141113,24.5,0.079295154,4.1,-0.327868852,30,0.048951049,21277,0.078408515
1400000US42003040900,-0.623246232,-0.571619828,-0.499840866,-0.659575975,-0.574217255,-0.620985316,-0.036329743,-0.002597427,-0.12114445,8205.05618,0.105183504,29,0.086142322,6,-0.620253165,41.5,0.416382253,26964,0.008942937
1400000US42003050100,-0.976105946,-0.956715152,-0.595643269,-0.944814614,-0.933690426,-0.934306874,0.031291332,0.023024726,-0.338663605,5770.491803,0.142115509,87.7,-0.102354145,17.8,-0.058201058,10.1,-0.151260504,17692,-0.247148936
1400000US42003050600,-0.908720539,-0.858060629,-0.60440121,-0.877558547,-0.853577607,-0.84144584,0.031161992,0.004483022,-0.23704463,6057.877814,-0.117564403,85.4,-0.003500583,18,0.747572816,21.2,-0.293333333,26250,-0.256163219
1400000US42003050900,-0.936057911,-0.929049162,-0.417245316,-0.928517206,-0.920282935,-0.93620182,0.007540705,0.008766227,-0.518956504,7536.312849,0.365384615,98.4,0,41.3,1.065,3.5,-0.867424242,11975,-0.176353257
1400000US42003051000,-0.930718841,-0.918024762,-0.68638673,-0.921548437,-0.909702988,-0.897157158,0.009170404,0.008321774,-0.210770428,7891.566265,-0.153382163,55.6,0.049056604,8.5,-0.623893805,18.4,0.404580153,14544,0.134654392
1400000US42003051100,-0.975754096,-0.973824368,-0.768229718,-0.960996983,-0.944097836,-0.936637748,0.014757113,0.029726532,-0.16840803,4605.633803,-0.667682927,100,0.237623762,52.2,2.527027027,0,-1,9773,-0.10355898
1400000US42003060300,-0.643420455,-0.607625576,-0.444258084,-0.651684104,-0.572541903,-0.650256322,-0.008263649,0.035083673,-0.205998238,5953.703704,-0.007333076,28,0.352657005,10.2,0.073684211,35.8,0.297101449,37431,0.485710884
1400000US42003060500,-0.507406606,-0.539781137,-0.394628867,-0.557372812,-0.589160812,-0.707058303,-0.049966206,-0.049379675,-0.312429436,5240.15748,-0.000750751,13.1,0.488636364,7.6,5.333333333,31.9,0.351694915,37273,0.133779468
1400000US42003070300,-0.413053243,-0.42401806,-0.752284886,-0.633043855,-0.479593001,-0.55590149,-0.219990612,-0.055574941,0.196383396,12121.21212,-0.11971831,16.7,-0.134715026,2.8,-0.096774194,73.5,-0.0625,54821,-0.044863754
1400000US42003070500,-0.473578852,-0.462553112,-0.659411076,-0.676828341,-0.536883817,-0.593553871,-0.203249489,-0.074330705,0.065857205,19534.59119,-0.028464185,28.6,0.56284153,3.2,0.066666667,88.1,0.047562426,51250,0.056243688
1400000US42003070600,-0.481191061,-0.492974151,-0.672241385,-0.676937628,-0.541781003,-0.601899767,-0.195746567,-0.048806852,0.070341618,18910.71429,0.070237494,21.9,0.04784689,3.8,-0.05,79.4,-0.068075117,47336,0.117891555
1400000US42003070800,-0.488815285,-0.473815089,-0.594479574,-0.691470989,-0.552351782,-0.619664133,-0.202655704,-0.078536693,-0.025184559,10571.42857,-0.049331963,33.5,-0.141025641,3.1,-0.784722222,81.4,0.089692102,51703,0.069724619
1400000US42003070900,-0.427481889,-0.415293125,-0.811919941,-0.640662065,-0.516625813,-0.591552121,-0.213180176,-0.101332688,0.22036782,14477.41935,-0.021582734,47,0.004273504,4.5,-0.391891892,76.6,-0.011612903,33929,-0.086161388
1400000US42003080200,-0.420931645,-0.45523934,-0.515110884,-0.474276179,-0.49498589,-0.633565343,-0.053344534,-0.03974655,-0.118454459,12857.14286,-0.00754498,12.6,0.774647887,2.9,-0.462962963,41.8,0.613899614,40144,0.108950276
1400000US42003080400,-0.407902194,-0.414553387,-0.72373024,-0.521619463,-0.490766273,-0.583421617,-0.113717269,-0.076212886,0.140308623,9343.373494,0.093023256,24.4,1.033333333,2.7,-0.490566038,58.2,0.422982885,32837,-0.120146834
1400000US42003080600,-0.622393738,-0.582297409,-0.924832428,-0.697344855,-0.646695725,-0.705505103,-0.074951117,-0.064398316,0.219327325,13173.07692,-0.087882823,11.1,-0.515283843,5.8,1,67.6,0.173611111,51509,0.309661836
1400000US42003080700,-0.708878119,-0.67467797,-0.921791107,-0.759519721,-0.678537937,-0.702920263,-0.050641602,-0.003859967,0.218870844,17358.49057,0.303116147,42.6,0.180055402,3.9,-0.617647059,71.3,0.163132137,36944,0.660255258
1400000US42003080900,-0.61477193,-0.59079244,-0.762688462,-0.640058831,-0.614702561,-0.696541121,-0.025286901,-0.023910121,0.066147341,11571.42857,-0.087446352,18.5,-0.147465438,5.1,-0.037735849,57.8,0.474489796,49750,0.428981761
1400000US42003090100,-0.618406285,-0.632420091,-0.919395466,-0.609841828,-0.56634016,-0.673873874,0.008564457,0.066079931,0.245521592,6900,0.020477816,15.7,-0.462328767,4.9,-0.611111111,46.2,2.372262774,50781,1.044323671
1400000US42003090200,-0.515612514,-0.53986617,-0.751341109,-0.551715092,-0.552011509,-0.67399638,-0.036102578,-0.012145339,0.077344729,17432.74854,0.066165952,16.4,0.01863354,2.4,-0.593220339,37.8,0.118343195,53724,0.479388682
1400000US42003090300,-0.537900569,-0.515841186,-0.69612439,-0.57880097,-0.572561971,-0.668219639,-0.040900401,-0.056720785,0.027904751,16857.14286,-0.052752294,12.5,-0.365482234,14.2,0.314814815,36,1.790697674,33816,0.611974449
1400000US42003100500,-0.814791148,-0.803823124,-0.574948254,-0.803233303,-0.785630824,-0.807224727,0.011557845,0.0181923,-0.232276473,8057.142857,0.096742829,72.2,-0.02300406,6,-0.411764706,36.7,0.139751553,41051,-0.162976103
1400000US42003101100,-0.538769093,-0.548411651,-0.478903348,-0.539565721,-0.53145499,-0.665233922,-0.000796628,0.016956661,-0.186330574,6800,0.091990484,20.4,-0.346153846,4.4,-0.614035088,40.5,1.368421053,41615,0.29540856
1400000US42003101400,-0.393873052,-0.45969725,-0.543102591,-0.464811328,-0.461471938,-0.603739253,-0.070938276,-0.001774688,-0.060636662,8745.308311,-0.118140038,18.9,0.105263158,4.3,-0.283333333,40.2,0.172011662,45761,0.04956422
1400000US42003101600,-0.948390063,-0.939885307,-0.649708518,-0.91455776,-0.898817213,-0.907257786,0.033832303,0.041068094,-0.257549268,5530.726257,0.047619048,98.5,0.043432203,15.4,-0.303167421,13,-0.244186047,26905,0.109484536
1400000US42003101700,-0.905295626,-0.867700742,-0.671519857,-0.870678723,-0.863797704,-0.896849307,0.034616903,0.003903038,-0.22532945,10125,0.046227056,75.6,-0.110588235,7.5,0,19.2,0.401459854,32163,0.292829006
1400000US42003101800,-0.462398231,-0.509261473,-0.509014586,-0.518127137,-0.50556627,-0.653521379,-0.055728906,0.003695203,-0.144506793,5422.077922,-0.121360926,21.4,-0.130081301,3.6,-0.446153846,37.5,-0.020887728,56556,0.052204651
1400000US42003110200,-0.70256111,-0.67477861,-0.626989584,-0.742076686,-0.681807766,-0.729672674,-0.039515576,-0.007029156,-0.10268309,13523.80952,0.129673826,43.8,0.057971014,6.4,0.882352941,50.5,-0.120209059,48011,0.027588716
1400000US42003110600,-0.678641628,-0.694449974,-0.554163324,-0.759629356,-0.696463839,-0.780801546,-0.080987728,-0.002013865,-0.226638222,10297.95918,-0.045402951,18.5,-0.554216867,3.8,-0.591397849,70.9,0.092449923,67411,-0.172363413
1400000US42003111300,-0.880226258,-0.852785738,-0.49347905,-0.846510003,-0.812222022,-0.814456576,0.033716255,0.040563716,-0.320977526,12048.30918,-0.13462873,64.1,-0.180306905,5.7,-0.636942675,38.4,0.855072464,33400,0.166160399
1400000US42003111400,-0.945662142,-0.912217182,-0.402799043,-0.915069988,-0.879938275,-0.899221726,0.030592154,0.032278907,-0.496422683,11404.7619,-0.08703939,89.1,-0.09908999,18.5,-0.377104377,19.5,0.725663717,21154,0.120148266
1400000US42003111500,-0.889203842,-0.868788406,-0.600140233,-0.877187153,-0.822699463,-0.835402692,0.012016689,0.046088943,-0.235262459,8202.156334,-0.050842171,75.4,-0.022049287,10.3,0.04040404,36.5,-0.010840108,24308,0.27027592
1400000US42003120300,-0.966906494,-0.94765019,-0.390175104,-0.96043125,-0.931169812,-0.95196212,0.006475244,0.016480378,-0.561787016,4280.57554,0.00450197,97.5,0.031746032,26.6,3.222222222,10.3,-0.424581006,25368,-0.404967983
1400000US42003120400,-0.977221689,-0.96943521,-0.769155698,-0.954425346,-0.936732262,-0.958725368,0.022796343,0.032702948,-0.18956967,4343.195266,0.056115108,94.6,0.016111708,35.1,0.512931034,3.6,0.090909091,15960,-0.280692266
1400000US42003120700,-0.96708814,-0.956349308,-0.758262086,-0.945398087,-0.948595925,-0.960048627,0.021690053,0.007753383,-0.201786541,4271.356784,-0.132653061,99.4,-0.006,11.5,-0.394736842,5.2,-0.297297297,19762,0.326308725
1400000US42003120800,-0.941738157,-0.926692829,-0.542399482,-0.900253556,-0.89184046,-0.917000403,0.041484601,0.034852369,-0.374600921,3286.231884,-0.042238648,85.2,-0.078918919,33.1,0.947058824,3.4,-0.666666667,25689,-0.16240626
1400000US42003130100,-0.972527301,-0.959206553,-0.549555792,-0.959581962,-0.955348754,-0.920991495,0.012945339,0.003857799,-0.371435703,6536.912752,0.016171101,100,0,33.2,1.405797101,11,0.12244898,16630,-0.1685
1400000US42003130200,-0.975264839,-0.964530096,-0.42885734,-0.952635912,-0.943145227,-0.875019609,0.022628927,0.021384869,-0.446162269,10540.74074,0.230968858,98.4,-0.016,19.9,0.592,11.4,-0.366666667,27500,-0.218283635
1400000US42003130300,-0.964898911,-0.956303564,-0.368052795,-0.942183141,-0.932956954,-0.91789987,0.02271577,0.02334661,-0.549847075,6132.701422,0.480549199,94.3,-0.057,29.3,6.710526316,14.3,-0.347031963,13986,-0.202531646
1400000US42003130400,-0.974918554,-0.959194332,-0.625383593,-0.937915719,-0.942176528,-0.936919673,0.037002835,0.017017804,-0.31153608,5366.120219,-0.206785137,98.1,-0.019,21.5,0.6796875,19.7,0.340136054,24250,-0.1223308
1400000US42003130600,-0.97002849,-0.958982821,-0.395696361,-0.940042393,-0.922339532,-0.930435617,0.029986097,0.036643289,-0.534739256,5274.907749,-0.043172691,94.4,-0.023784902,26.8,0.367346939,11.6,-0.079365079,18012,-0.205785088
1400000US42003140100,-0.567225647,-0.549107589,-0.363165253,-0.762474718,-0.648659889,-0.694729574,-0.195249071,-0.0995523,-0.331564321,9374.558304,-0.159911336,33,0.018518519,4.4,-0.580952381,80.2,0.029525032,119688,0.115233738
1400000US42003140200,-0.533211549,-0.508476107,-0.22750061,-0.716649027,-0.563995136,-0.620396111,-0.183437478,-0.055519029,-0.392895501,7921.501706,-0.119833144,24.4,-0.262839879,3.4,-0.403508772,83.2,-0.013048636,72115,0.573910387
1400000US42003140300,-0.613641412,-0.629364247,-0.555193204,-0.74936247,-0.649231443,-0.722422435,-0.135721058,-0.019867196,-0.167229231,10189.56044,0.052497162,17,0.278195489,3,-0.482758621,84.2,0.047263682,113553,0.387313533
1400000US42003140400,-0.589144895,-0.631288088,-0.596360797,-0.701950293,-0.577470649,-0.655855349,-0.112805398,0.053817439,-0.059494552,7220.496894,-0.033665835,15.4,0.495145631,1.9,-0.344827586,86.5,0.168918919,127813,0.003548967
1400000US42003140500,-0.783741813,-0.76165468,-0.529620327,-0.828010327,-0.748363175,-0.784505056,-0.044268514,0.013291505,-0.254884729,5931.506849,-0.145535274,41.2,-0.302876481,11.1,0.3875,64.3,0.301619433,51389,0.396592021
1400000US42003140600,-0.653627857,-0.639593611,-0.664452443,-0.729810832,-0.649687441,-0.715635172,-0.076182975,-0.01009383,-0.051182729,8991.253644,-0.04372093,13.1,-0.284153005,3.8,-0.11627907,73.6,0.108433735,65417,-0.049558319
1400000US42003140800,-0.405759856,-0.478716702,-0.526130669,-0.583979773,-0.493055016,-0.606367088,-0.178219917,-0.014338314,-0.080236419,11159.52381,0.037405932,17.8,0.219178082,3.9,-0.303571429,77.3,0.007822686,67944,0.109760878
1400000US42003141000,-0.617497901,-0.628445882,-0.790880271,-0.717781737,-0.671308115,-0.760027898,-0.100283836,-0.042862233,0.030852373,5270.408163,0.093121693,1.9,-0.771084337,7,3.117647059,83.2,0.228951256,77857,0.052719111
1400000US42003141100,-0.277786809,-0.354332626,-0.736444833,-0.371514127,-0.340872796,-0.523144971,-0.093727318,0.01345983,0.213299862,2843.551797,-0.008843036,10.9,0.297619048,5.3,-0.509259259,45.5,0.011111111,68105,-0.039936282
1400000US42003141300,-0.519796672,-0.561046791,-0.517216639,-0.649332989,-0.538942076,-0.619779122,-0.129536317,0.022104715,-0.102562483,15593.65994,0.126822158,27.8,0.432989691,1.1,-0.65625,66.9,-0.044285714,48000,0.025575284
1400000US42003141400,-0.522373862,-0.569957333,-0.431652085,-0.637373432,-0.54366434,-0.641771264,-0.11499957,0.026292993,-0.210119179,7509.481669,0.282660333,19.8,0.692307692,5.7,0.540540541,68.9,0.079937304,61856,0.223829215
1400000US42003151600,-0.435711076,-0.475495663,-0.517768533,-0.439353251,-0.431861235,-0.574649206,-0.003642175,0.043634428,-0.056880673,8268.138801,0.01510457,14.2,0.021582734,6.3,-0.2125,35.5,-0.024725275,57204,0.359992392
1400000US42003151700,-0.475907037,-0.514494725,-0.483534133,-0.481136901,-0.447982066,-0.57407248,-0.005229864,0.066512659,-0.090538347,11043.57298,0.087534863,19,0.032608696,4.4,-0.022222222,51.7,0.088421053,56114,0.205585992
1400000US42003160800,-0.370817822,-0.398374536,-0.350215926,-0.374933197,-0.384357578,-0.502932845,-0.004115375,0.014016958,-0.152716919,6886.977887,0.064160972,8.3,-0.652719665,4.5,-0.430379747,32.2,0.133802817,43068,0.143023966
1400000US42003160900,-0.341995685,-0.332049977,-0.404779048,-0.450784042,-0.341437531,-0.45035245,-0.108788357,-0.009387554,-0.045573402,6861.283644,0.114324143,12.5,0.136363636,5.6,0.75,57.6,0.217758985,53241,0.321378934
1400000US42003170200,-0.309430476,-0.332842125,-0.214625996,-0.3759427,-0.246228108,-0.383757997,-0.066512224,0.086614017,-0.169132001,6925.581395,-0.208820404,5.1,-0.548672566,5.9,1.95,53.8,0.200892857,43750,-0.037509625
1400000US42003170600,-0.317526388,-0.341609554,-0.188633486,-0.410447761,-0.39351006,-0.511562185,-0.092921373,-0.051900506,-0.322928699,5705.128205,-0.131283553,9.1,0.4,4.8,-0.563636364,31.6,-0.138964578,43508,0.553857143
1400000US42003180300,-0.637587125,-0.626246942,-0.739655973,-0.556118348,-0.576900924,-0.680651634,0.081468777,0.049346018,0.059004339,8555.183946,0.142474319,48.9,1.163716814,20.1,0.747826087,8.1,-0.024096386,29646,0.058785714
1400000US42003180700,-0.487285173,-0.473230025,-0.35224664,-0.410654912,-0.425041084,-0.551637787,0.076630261,0.048188941,-0.199391147,14868.42105,-0.049621531,24.5,0.361111111,6.8,0.416666667,31.1,0.095070423,39023,-0.095643105
1400000US42003190300,-0.230414687,-0.24167131,-0.77680129,-0.305535495,-0.248746405,-0.356594551,-0.075120808,-0.007075095,0.420206739,6154.798762,0.01948718,11.6,0.731343284,4.7,-0.598290598,46,-0.106796117,65469,0.245462847
1400000US42003191100,-0.182207037,-0.217031737,-0.737175219,-0.195312692,-0.21573285,-0.338688399,-0.013105655,0.001298887,0.39848682,4074.313409,0.037006579,3.8,-0.552941176,3.8,0.52,38.1,-0.072992701,62206,0.175539052
1400000US42003191400,-0.334592509,-0.339863618,-0.830601573,-0.290795708,-0.264344036,-0.427162387,0.043796801,0.075519582,0.403439186,7084.931507,-0.080369844,9.1,0.31884058,9.8,0.256410256,44.9,0.320588235,42216,0.05056739
1400000US42003191500,-0.393838339,-0.374411562,-0.836332942,-0.336400167,-0.338616266,-0.462173793,0.057438172,0.035795296,0.374159149,6118.589744,-0.080885893,24.8,1.952380952,9.7,1.425,30.4,1.788990826,34496,0.080025047
1400000US42003191600,-0.401289432,-0.417456591,-0.651034572,-0.349944596,-0.379420614,-0.519521363,0.051344836,0.038035977,0.131513209,4752.665245,0.061934254,24.2,-0.100371747,7.6,-0.025641026,25.4,0.053941909,43977,0.218705833
1400000US42003191700,-0.242602246,-0.308640167,-0.480409922,-0.15284058,-0.222851966,-0.420314677,0.089761666,0.085788201,0.060095245,5114.047288,-0.021814312,15.2,0.1875,7.4,0.37037037,31.2,0.31092437,49321,0.231424149
1400000US42003191800,-0.231464605,-0.282607889,-0.481382855,-0.194695196,-0.230118712,-0.416174429,0.036769409,0.052489177,0.065208426,9377.896613,-0.029335793,9.1,0.685185185,7.2,-0.13253012,24.9,0.077922078,55271,0.240289029
1400000US42003191900,-0.2779194,-0.317830422,-0.51075097,-0.217668278,-0.257232852,-0.40484723,0.060251122,0.06059757,0.10590374,8306.382979,-0.198027938,20.3,4.638888889,9.6,-0.219512195,30.4,0.138576779,39315,-0.195601023
1400000US42003192000,-0.32084031,-0.333840876,-0.561582839,-0.294767852,-0.339888393,-0.473121676,0.026072458,-0.006047517,0.088461163,6882.129278,0.059408838,21.2,0.076142132,8,-0.120879121,26.8,0.16017316,41891,0.145721084
1400000US42003202200,-0.479759334,-0.516737307,-0.701734692,-0.414431918,-0.434753707,-0.534850004,0.065327416,0.0819836,0.166884688,8558.823529,0.190184049,45.1,0.508361204,10.2,1.318181818,22.6,0.189473684,42226,-0.019550478
1400000US42003202300,-0.073791821,-0.160210494,-0.499461124,-0.058633312,-0.074659034,-0.280865393,0.015158509,0.08555146,0.218595731,3965.056526,-0.15357613,22.6,0.965217391,2.3,-0.148148148,38.9,0.246794872,56600,0.057588101
1400000US42003210700,-0.908763034,-0.897394166,-0.600044036,-0.882684532,-0.846797471,-0.859810467,0.026078502,0.050596695,-0.259766431,6967.741935,-0.091164095,71.9,-0.218478261,8.4,-0.567010309,28,0.958041958,40403,0.299006527
1400000US42003220600,-0.670693063,-0.650431746,-0.84590608,-0.693530219,-0.643461768,-0.670368034,-0.022837156,0.006969978,0.175538046,9120.481928,-0.041772152,34.8,-0.161445783,7.5,-0.489795918,55.6,0.429305913,40000,0.257466206
1400000US42003240600,-0.305286598,-0.350021547,-0.527782772,-0.334765705,-0.341055262,-0.482633419,-0.029479107,0.008966285,0.045149353,4826.638478,-0.134243458,20.6,1,10.2,6.285714286,31.5,0.551724138,40566,0.250223441
1400000US42003241200,-0.288402908,-0.346379525,-0.465996828,-0.214945031,-0.294130073,-0.512931549,0.073457877,0.052249452,-0.046934721,3193.91635,-0.236363636,22,0.028037383,4.3,-0.644628099,7.2,-0.454545455,31466,-0.287051093
1400000US42003250300,-0.843235519,-0.816238152,-0.68190882,-0.830482329,-0.794686603,-0.84,0.01275319,0.021551549,-0.15809118,14659.57447,0.0765625,58.8,-0.056179775,7.4,-0.149425287,32.4,-0.167095116,43750,-0.085282987
1400000US42003250700,-0.875338411,-0.86428348,-0.686441183,-0.846649958,-0.82726591,-0.867959102,0.028688453,0.03701757,-0.181517919,3717.592593,-0.101789709,78,0.093969144,18.8,0.189873418,18.8,0.099415205,23977,0.105236471
1400000US42003250900,-0.586664074,-0.596259896,-0.809704579,-0.615464133,-0.58098993,-0.676747279,-0.028800059,0.015269966,0.1329573,5120.967742,0.003952569,75.6,0.155963303,14.6,-0.262626263,13.4,0.367346939,21607,-0.252689102
1400000US42003260200,-0.404360448,-0.396561195,-0.658356978,-0.347126811,-0.395773102,-0.51067054,0.057233637,0.000788093,0.147686438,3692.028986,-0.1848,26.3,-0.452083333,10.2,0.545454545,32.3,0.28685259,40869,-0.259378058
1400000US42003260700,-0.645901509,-0.621077788,-0.644101713,-0.639212818,-0.632382489,-0.662820517,0.006688691,-0.011304701,-0.018718804,6691.119691,-0.169621466,52.7,0.009578544,11,-0.098360656,40.2,0.461818182,50608,0.19327533
1400000US42003260900,-0.935453427,-0.924173398,-0.801283695,-0.903881012,-0.913177134,-0.933040629,0.031572415,0.010996264,-0.131756934,4920.382166,0.043918919,98,-0.00203666,43,1.057416268,3.4,N/A,9974,-0.271119556
1400000US42003261200,-0.256922679,-0.334464113,-0.618059951,-0.135322451,-0.239670613,-0.445514709,0.121600228,0.0947935,0.172545242,2919.117647,0.029386344,17.9,0.570175439,5.1,-0.072727273,30.5,1.346153846,59120,0.348755504
1400000US42003261400,-0.8435515,-0.826438924,-0.812589399,-0.831548461,-0.805863993,-0.83700474,0.012003039,0.020574931,-0.024415341,4023.504274,-0.107159791,75.2,0.089855072,13.9,0.716049383,16.6,-0.126315789,23590,0.064770932
