tract,USP_2012,USS_2012,USC_2012,USP_2016,USS_2016,USC_2016,USP_CHANGE,USS_CHANGE,USC_CHANGE,POPDENSITY_2015,POPDENSITY_CHANGE,NONWHITE_2015,NONWHITE_CHANGE,UNEMPLOYMENT_2015,UNEMPLOYMENT_CHANGE,COLLEGE_2015,COLLEGE_CHANGE,INCOME_2015,INCOME_CHANGE
1400000US42003455000,-0.030136986,-0.113286713,#DIV/0!,0.109114249,0.037275064,1,0.139251235,0.150561777,#DIV/0!,3053.304904,0.074268567,3,0.875,4.9,-0.379746835,21.3,0.163934426,54750,-0.039709545
1400000US42003456001,0.151021358,0.085932241,0.426526558,0.126856872,0.135276632,1,-0.024164486,0.049344391,0.573473442,674.2342342,0.024363537,6.5,0,6.1,0.694444444,38,-0.105882353,68750,-0.010421165
1400000US42003456003,0.171286138,0.090280013,0.317816471,0.078367393,0.124545509,1,-0.092918745,0.034265496,0.682183529,559.0647073,0.197981907,10.6,0.358974359,4.5,-0.196428571,54.5,0.203090508,91462,0.115390244
1400000US42003456004,0.085618224,-0.004624564,0.293173815,0.063303825,0.113502206,1,-0.022314399,0.11812677,0.706826185,1783.783784,-0.005759858,6.9,-0.336538462,5.7,-0.161764706,46.3,0.105011933,57294,0.027068694
1400000US42003457100,-0.071009002,-0.125861953,0.150403498,-0.015934807,-0.017562692,1,0.055074195,0.108299261,0.849596502,3980.769231,-0.012269939,8.6,0.023809524,4.8,1.526315789,19.5,0.167664671,36354,0.238426162
1400000US42003457200,0.041166763,-0.065035484,0.220228,0.022704879,-0.003309777,1,-0.018461884,0.061725707,0.779772,5035.519126,0.001086366,4.3,0.228571429,3.5,-0.669811321,32.6,0.172661871,49286,0.202919067
1400000US42003458000,0.161389173,0.103573278,0.19235226,0.121562041,0.147758367,1,-0.039827132,0.044185089,0.80764774,549.03091,0.146381826,5.1,-0.25,5.7,0.163265306,42.6,0.302752294,66090,0.057659993
1400000US42003459101,-0.023157895,-0.108742004,-0.266666667,0.12398374,0.06352459,-0.124868835,0.147141635,0.172266594,0.141797832,676.7886855,-0.002452483,11.1,0.982142857,8.9,3.944444444,35.7,0.44534413,63250,0.113027258
1400000US42003459102,0.200638978,0.089909444,0.380530973,0.134191702,0.150199886,1,-0.066447276,0.060290442,0.619469027,1576.294278,0.041404141,6.1,-0.440366972,2.7,-0.46,52.5,0.262019231,84327,0.063808046
1400000US42003459201,0.124834437,0.053727334,0.24032974,0.059993878,0.087595712,1,-0.064840559,0.033868378,0.75967026,702.3203169,0.052944171,14.4,-0.116564417,4.9,1.130434783,43.1,0.152406417,68333,0.204020862
1400000US42003459202,-0.118881119,-0.123222749,#DIV/0!,-0.100222717,-0.048888889,1,0.018658402,0.07433386,#DIV/0!,9776.315789,0.108955224,8.5,0.416666667,3.9,0.083333333,59.3,0.018900344,53320,-0.000843249
1400000US42003460001,-0.004230324,-0.124634199,-0.466436476,0.047560223,-0.003989962,-0.260025476,0.051790547,0.120644237,0.206411,1752.429071,0.053997195,4.5,-0.117647059,3.1,-0.162162162,31.1,0.254032258,60956,0.125334613
1400000US42003460002,0.011051053,-0.102257386,-0.433463314,0.063225635,-0.00578611,-0.250897863,0.052174582,0.096471276,0.182565451,1177.319588,0.031306442,7.3,2.173913043,8.2,0.322580645,30.5,-0.086826347,71536,-0.101272661
1400000US42003461000,-0.048262548,-0.11023622,-0.967346939,0.065764023,0.00390625,-0.190380762,0.114026571,0.11414247,0.776966177,716.525147,-0.037719298,8,0.26984127,8.5,0.08974359,15.8,0.295081967,41875,0.027380456
1400000US42003462100,-0.284461059,-0.355279198,-0.275072191,-0.087353471,-0.170302175,-0.385155151,0.197107588,0.184977023,-0.11008296,1804.862444,-0.031914894,27.4,-0.03180212,14.3,1.383333333,18.4,-0.189427313,35208,0.016837545
1400000US42003462600,-0.410483748,-0.455772697,-0.418786221,-0.307808892,-0.396291241,-0.544243957,0.102674856,0.059481456,-0.125457736,8374.701671,0.015335648,32,0.882352941,14.1,-0.090322581,12.2,-0.122302158,33712,0.053236691
1400000US42003463900,-0.406953744,-0.427311719,-0.959691607,-0.249572915,-0.336176805,-0.494998307,0.157380829,0.091134914,0.4646933,6469.230769,-0.065209337,23.4,0.119617225,10.4,0.350649351,12.1,-0.123188406,33060,-0.026616417
1400000US42003464300,-0.177135678,-0.235181644,-0.542892924,-0.176400477,-0.168340224,-0.330508475,0.000735201,0.06684142,0.212384449,7622.119816,-0.018397626,11,0.486486486,4.1,-0.316666667,26.9,0.293269231,47222,0.059644556
1400000US42003464400,-0.626233635,-0.61947883,-0.971276503,-0.450234083,-0.514746809,-0.629607653,0.175999552,0.104732021,0.34166885,5325.337331,0.036172695,39.6,-0.12195122,9.7,-0.484042553,12,1.264150943,26821,0.641633003
1400000US42003465600,-0.205529032,-0.21354788,-0.179421211,-0.24453499,-0.227499178,-0.372524344,-0.039005958,-0.013951298,-0.193103133,6125.96401,-0.007496876,14.5,0.933333333,2.4,-0.563636364,25.5,-0.095744681,41034,0.021381456
1400000US42003465800,-0.138774894,-0.13404943,-0.225050745,-0.176625732,-0.13066663,-0.299204751,-0.037850838,0.0033828,-0.074154006,4690.981432,-0.025619835,9.2,2.407407407,2.5,-0.479166667,38.8,0.172205438,61875,0.253164557
1400000US42003468700,-0.07433636,-0.151144186,0.258529168,-0.058363868,-0.059427935,1,0.015972492,0.091716251,0.741470832,3151.012891,-0.106993737,8,-0.207920792,6.8,0.236363636,28.5,0.158536585,46467,-0.111070725
1400000US42003468800,-0.16123752,-0.206848176,0.214239288,-0.094403237,-0.105223268,1,0.066834283,0.101624908,0.785760712,5524.940618,-0.099845201,15,0.153846154,3.3,-0.633333333,29.2,0.191836735,37181,-0.276479402
1400000US42003468900,-0.169032377,-0.218663606,0.320569199,-0.133400361,-0.123427524,1,0.035632016,0.095236082,0.679430801,5996.937213,0.127555428,18.6,0.398496241,10.9,0.626865672,26,0.011673152,37736,0.136147408
1400000US42003469000,0.015789474,-0.031393568,-0.423540315,-0.051983584,-0.015368852,-0.176061239,-0.067773058,0.016024716,0.247479076,2242.409639,0.042805917,6.6,0.692307692,4.1,0.205882353,42.4,0.127659574,66078,-0.06136538
1400000US42003470300,0.029828725,-0.038408751,0.279593306,-0.021869303,0.005360879,1,-0.051698028,0.04376963,0.720406694,2974.512744,0.05447781,9.5,1.435897436,4.9,0.53125,39.9,-0.012376238,64049,-0.039961028
1400000US42003470400,-1.43E-05,-0.090408044,0.234502761,-0.054706541,-0.006229075,1,-0.054692241,0.084178969,0.765497239,4343.884892,-0.061548026,6.2,0.771428571,8.8,6.333333333,39.1,0.170658683,62969,0.120644243
1400000US42003470501,-0.044668351,-0.116128732,0.191075424,-0.18591189,-0.108238759,1,-0.141243539,0.007889973,0.808924576,8094.036697,-0.155539603,44,-0.125248509,4.8,-0.559633028,67.5,0.151877133,65615,0.184707051
1400000US42003470502,0.011291736,-0.033782123,0.222197828,-0.077609575,-0.029264125,1,-0.088901311,0.004517998,0.777802172,4168.055556,0.147609943,9,-0.117647059,3.5,-0.47761194,50.4,0.188679245,73601,0.446077372
1400000US42003470600,-0.164100276,-0.231008599,0.140279069,-0.102474775,-0.134679883,1,0.061625501,0.096328716,0.859720931,4800.275482,0.09902239,10.9,1.224489796,7.6,-0.428571429,20.3,0.765217391,49712,0.436513899
1400000US42003471000,-0.142599278,-0.264705882,#DIV/0!,-0.039800995,-0.148717949,1,0.102798283,0.115987933,#DIV/0!,4678.44523,0.030350195,4,0.818181818,1.6,-0.692307692,18.3,-0.036842105,48438,0.401603056
1400000US42003472100,-0.235631138,-0.256369986,-0.397866853,-0.30334274,-0.271538786,-0.407682691,-0.067711602,-0.0151688,-0.009815838,11424.5283,-0.024567056,8.6,-0.173076923,5.6,0.191489362,40.1,0.055263158,47578,0.143949412
1400000US42003472200,-0.286092877,-0.28071162,-0.836824929,-0.363775026,-0.325833351,-0.477609958,-0.077682149,-0.045121731,0.359214971,9273.809524,-0.033498759,6.4,0.28,3,-0.625,47.7,0.394736842,73688,0.53264419
1400000US42003472300,-0.274327122,-0.291005291,-0.577570093,-0.329292929,-0.287138584,-0.389795918,-0.054965807,0.003866707,0.187774175,14325.75758,0.04129956,7.4,0.681818182,6.2,-0.088235294,40.2,0.168604651,44432,0.085348576
1400000US42003472400,-0.262234534,-0.268939394,-0.660606061,-0.310098302,-0.270125224,-0.397634213,-0.047863768,-0.00118583,0.262971848,11615.85366,-0.015503876,4.8,0.411764706,4.7,-0.12962963,42.1,0.600760456,76101,0.366044984
1400000US42003473100,-0.158330371,-0.18248392,0.162807002,-0.350357852,-0.223565566,1,-0.192027481,-0.041081646,0.837192998,7956.97074,-0.012390515,7.6,0.9,4.7,0.02173913,60,-0.108469539,70018,0.011090253
1400000US42003473200,-0.174493882,-0.183065763,0.07239525,-0.346625852,-0.255752936,1,-0.17213197,-0.072687173,0.92760475,10939.71631,0.040472175,14.7,0.75,4.6,0.277777778,61.7,0.356043956,52829,0.053167737
1400000US42003473300,-0.094760867,-0.12278626,0.146681688,-0.282217878,-0.175301872,1,-0.187457011,-0.052515612,0.853318312,4386.48861,-0.001252012,3.1,-0.537313433,4.3,-0.12244898,56.3,-0.052188552,67500,0.002227171
1400000US42003473401,-0.034584966,-0.072270568,0.161705976,-0.274364744,-0.120011136,1,-0.239779778,-0.047740568,0.838294024,6154.237288,-0.040433404,8.2,0.012345679,3.6,-0.526315789,64.5,0.01255887,66553,-0.041989348
1400000US42003473402,-0.004815799,-0.036691668,0.198293192,-0.163653994,-0.005154222,1,-0.158838195,0.031537446,0.801706808,5421.052632,0.015334064,8.4,1.896551724,4.4,0,69.5,0.019061584,100774,-0.060750103
1400000US42003473500,-0.081257398,-0.113406113,0.101690416,-0.337411009,-0.166688606,1,-0.256153611,-0.053282493,0.898309584,4244.565217,0.022786799,8.6,0.68627451,5.7,-0.161764706,77.3,0.040376851,117847,0.024409113
1400000US42003473601,0.041499774,0.029900609,0.022507903,-0.191337685,-0.021509358,1,-0.232837459,-0.051409967,0.977492097,4731.9202,0.007968128,11.6,0.757575758,1.9,-0.558139535,69.5,-0.074567244,97453,-0.129837313
1400000US42003473602,-0.098471321,-0.137447673,0.128185909,-0.244455565,-0.148160061,1,-0.145984244,-0.010712388,0.871814091,4956.659619,0.023352248,14.4,1.88,2.3,-0.510638298,68,0.238615665,89074,0.305113553
1400000US42003474101,0.143352538,0.088959257,0.498154982,-0.041656919,0.086124638,1,-0.185009457,-0.002834619,0.501845018,2229.738354,-0.048734005,13.8,-0.142857143,3.6,-0.2,61.1,-0.011326861,91806,-0.123386296
1400000US42003474102,0.243942098,0.196497374,0.453608565,0.044182866,0.172395391,1,-0.199759232,-0.024101983,0.546391435,1973.470493,-0.032643312,11.4,4.7,4.4,0.419354839,73.9,0.058739255,113229,-0.022893978
1400000US42003474201,0.247459672,0.190210879,0.550200803,0.008989418,0.126090343,1,-0.238470254,-0.064120536,0.449799197,2006.27451,-0.025523809,7,0.272727273,7.4,0.138461538,69,-0.078771696,115789,-0.096858986
1400000US42003474202,0.303351268,0.243850262,0.360910321,0.073797495,0.224107853,1,-0.229553773,-0.019742409,0.639089679,1496.060694,0.075293624,10.8,0.227272727,4.2,-0.46835443,73,0.135303266,121969,0.238666369
1400000US42003474203,0.239502482,0.187548594,0.441473516,0.069317666,0.190136997,1,-0.170184816,0.002588403,0.558526484,2679.788484,0.047542489,13.4,0.675,4.2,0.448275862,67.2,0.005988024,106462,-0.040095935
1400000US42003475101,0.064458316,0.013835759,0.320419838,0.001046114,0.02789287,1,-0.063412202,0.014057111,0.679580162,3758.478081,-0.038103302,10.2,1.170212766,2.4,-0.563636364,46.5,0.198453608,55297,0.303344568
1400000US42003475102,0.089759004,0.039071717,0.280287073,0.060257032,0.064897325,1,-0.029501972,0.025825608,0.719712927,2234.042553,-0.048338368,3.8,2.166666667,3.3,-0.625,46.1,0.092417062,78359,0.203800716
1400000US42003475200,0.157656695,0.11530281,0.293929746,0.09669103,0.135499979,1,-0.060965665,0.020197169,0.706070254,2617.663193,-0.026321159,2.3,-0.43902439,7.2,0.411764706,51,0.217183771,74387,0.051584721
1400000US42003475301,0.036842433,-0.029724185,0.159850669,0.058221915,0.059312726,1,0.021379482,0.089036911,0.840149331,3539.755352,0.08762039,12.4,1.88372093,6.5,-0.133333333,34.2,0.3307393,56121,0.224814491
1400000US42003475303,0.176236376,0.119873647,0.363990192,0.090148569,0.146454838,1,-0.086087807,0.026581191,0.636009808,3325.271059,-0.054092527,1.2,-0.684210526,8,0.6,42.9,-0.063318777,77443,0.035154318
1400000US42003475304,0.174799921,0.124939488,0.250380044,0.112889263,0.145744816,1,-0.061910658,0.020805328,0.749619956,3492.419648,0.041222202,7.1,0.820512821,6,0.714285714,55.5,0.05313093,78479,0.09994674
1400000US42003475401,0.105950108,0.029117162,0.327419827,0.117955841,0.113417061,1,0.012005733,0.084299899,0.672580173,1717.162872,0.017380026,3.4,-0.028571429,2,0.428571429,40.9,0.142458101,68764,0.008062861
1400000US42003475402,0.196676939,0.131769533,0.137076515,0.113849591,0.136506859,1,-0.082827348,0.004737326,0.862923485,2097.054886,0.007071681,2.1,0.05,1.8,-0.181818182,52.1,0.21728972,83750,0.029097343
1400000US42003476100,-0.115426329,-0.152198934,0.329534651,-0.12740358,-0.140832157,1,-0.011977251,0.011366777,0.670465349,5317.987152,0.019080837,16.9,4.827586207,4.8,0.090909091,30.6,0.336244541,42280,0.041404961
1400000US42003476200,-0.102854673,-0.160471279,0.404427834,-0.0853761,-0.091880922,1,0.017478573,0.068590357,0.595572166,5024.169184,-0.029471841,5.4,2.857142857,4.4,0.128205128,22.9,-0.139097744,58979,0.079766394
1400000US42003477100,-0.002499146,-0.056226302,0.274814045,0.000176964,0.001173534,1,0.00267611,0.057399836,0.725185955,4252.997602,-0.058651805,0.9,-0.727272727,4.6,1,35,0.057401813,64375,0.005215409
1400000US42003477200,0.083253142,-0.003463014,0.265859717,0.069078362,0.080806907,0.949321297,-0.01417478,0.084269921,0.68346158,3900.892857,0.060694343,1.8,-0.4,7.2,0.309090909,37.3,0.123493976,59265,0.197272727
1400000US42003477300,-0.036422647,-0.084284137,0.175168051,-0.067603748,-0.072463768,1,-0.031181101,0.011820369,0.824831949,4379.285193,-0.004971826,27.1,1.605769231,3.8,0,33.2,0.267175573,53558,0.241032533
1400000US42003478100,-0.074619289,-0.127703399,-0.304818625,-0.023603083,-0.065270336,-0.27972028,0.051016206,0.062433063,0.025098345,7425.641026,0.034039514,12.8,0.939393939,5.9,0.113207547,26.5,-0.079861111,45833,0.118723913
1400000US42003478200,-0.094699922,-0.165410551,-0.364212193,-0.031227039,-0.10033321,-0.314611006,0.063472883,0.065077341,0.049601187,6088.06489,-0.04646098,7.7,-0.104651163,6,-0.189189189,28.9,0.562162162,58037,0.161065098
1400000US42003479000,-0.112446352,-0.166077739,-0.366776316,-0.059322034,-0.077977721,-0.268591426,0.053124318,0.088100018,0.09818489,3960.474308,0.010080645,1.7,-0.19047619,6.6,-0.095890411,30,0.127819549,62917,0.006672
1400000US42003480101,-0.116380213,-0.183499896,-0.381117407,-0.171007982,-0.227037126,-0.389851408,-0.054627769,-0.04353723,-0.008734001,5779.661017,0.136919315,32.3,0.166064982,7.4,-0.345132743,26.5,0.299019608,43065,0.246634824
1400000US42003480102,-0.009128424,-0.092038866,-0.368774373,0.028182246,-0.031723748,-0.267783815,0.03731067,0.060315118,0.100990558,4727.828746,-0.035859058,8.2,0.782608696,4.2,2.230769231,18.7,0.113095238,57976,0.210455988
1400000US42003480200,-0.093083271,-0.16349432,-0.384968061,-0.058976449,-0.072963838,-0.314583087,0.034106822,0.090530482,0.070384974,3124.056999,0.10856633,4.8,0.170731707,10.2,0.789473684,26.8,-0.056338028,63603,-0.027729795
1400000US42003480300,-0.14478562,-0.224205505,-0.338200724,-0.06860416,-0.102456883,-0.370301218,0.07618146,0.121748622,-0.032100494,2880.866426,-0.039133052,3,0.071428571,5.2,-0.071428571,30.6,0.318965517,62738,0.088030245
1400000US42003480400,-0.101093522,-0.187842882,-0.312327417,0.015935605,-0.061966164,-0.33965267,0.117029127,0.125876718,-0.027325253,2407.102419,-0.106077982,4.8,0.230769231,5.8,-0.265822785,23.6,0.063063063,54938,0.191248536
1400000US42003481000,-0.552804079,-0.560209424,-0.986320109,-0.454747774,-0.50929368,-0.645379414,0.098056305,0.050915744,0.340940695,9997.058824,-0.019613498,42,0.057934509,20.9,0.699186992,11.7,-0.056451613,28155,-0.110791776
1400000US42003482500,-0.14796425,-0.270132518,#DIV/0!,-0.055930569,-0.096491228,-0.365517241,0.092033681,0.17364129,#DIV/0!,1934.924078,-0.128054741,14,-0.047619048,9.4,-0.338028169,25.8,0.277227723,50032,0.026297436
1400000US42003483800,-0.82923674,-0.812801101,-0.457359636,-0.756977536,-0.749313187,-0.743233865,0.072259204,0.063487914,-0.285874229,5467.826087,-0.02238806,74.7,0.084179971,9.7,-0.149122807,15.9,-0.111731844,25859,0.031759965
1400000US42003484300,-0.38534617,-0.389650464,-0.972718507,-0.306241623,-0.372895482,-0.494758886,0.079104547,0.016754982,0.477959621,4148.837209,0.138844558,31.9,0.307377049,9.3,1.162790698,22.2,-0.043103448,33655,0.239001583
1400000US42003484500,-0.106963409,-0.18227472,-0.979087034,-0.035784709,-0.098341994,-0.342388534,0.0711787,0.083932726,0.6366985,5792.569659,-0.08404047,2.6,0.083333333,5.3,-0.036363636,23.8,-0.098484848,60438,0.394540714
1400000US42003484600,-0.17369552,-0.217270147,-0.956421022,-0.159142183,-0.225101462,-0.411951255,0.014553337,-0.007831315,0.544469767,4626.865672,-0.011389522,9.4,-0.145454545,6.9,-0.08,22.8,0.452229299,38750,-0.026895357
1400000US42003485000,-0.290780142,-0.356363636,#DIV/0!,-0.063063063,-0.187037037,-0.429111531,0.227717079,0.169326599,#DIV/0!,4091.216216,-0.150175439,10.5,0.141304348,6.6,-0.282608696,11.8,0.340909091,38750,0.022481397
1400000US42003486700,-0.623517076,-0.620005525,-0.322961875,-0.533225567,-0.582102094,-0.62030918,0.090291509,0.037903431,-0.297347305,2313.929314,-0.163157895,64,0.122807018,29.1,0.590163934,15.9,3.076923077,16701,-0.221507481
1400000US42003486800,-0.697907803,-0.707737499,-0.365422874,-0.662496505,-0.681975565,-0.702100839,0.035411298,0.025761934,-0.336677965,3903.030303,0.244845361,72.3,0.685314685,21.8,0.482993197,8.9,0.219178082,20714,-0.044424967
1400000US42003486900,-0.656227294,-0.632182311,-0.260908633,-0.61790865,-0.668050431,-0.717851761,0.038318644,-0.03586812,-0.456943128,3872.576177,-0.133828996,72.1,0.074515648,17.9,0.491666667,13.1,-0.291891892,26098,0.130517652
1400000US42003487000,-0.085852479,-0.187730061,-0.521461187,0.156324582,-0.019488429,-0.273182957,0.242177061,0.168241632,0.24827823,1925.619835,0.014145811,4.5,1.25,5.9,-0.253164557,17.1,0.017857143,42594,-0.061020237
1400000US42003488100,-0.272458354,-0.371983488,-0.32740131,-0.118801424,-0.179718664,-0.422138212,0.15365693,0.192264824,-0.094736902,3425.954198,-0.006640106,20.5,0.289308176,11.2,2.733333333,18.4,0.069767442,48438,0.237336194
1400000US42003488200,-0.323223238,-0.386996173,-0.554335508,-0.144876395,-0.23541241,-0.449825477,0.178346843,0.151583763,0.104510031,3033.5097,-0.088741722,25.4,-0.225609756,11,0.089108911,17.9,0.177631579,44531,0.170420795
1400000US42003488300,0.037597806,-0.09225636,-0.461833644,0.124691421,0.019982073,-0.275072048,0.087093615,0.112238433,0.186761596,930.8045019,-0.016299559,2.1,-0.666666667,5.6,0.473684211,26.1,0.260869565,55250,0.140209675
1400000US42003488400,-0.224111934,-0.292691071,-0.548289029,-0.073650666,-0.188045939,-0.424481311,0.150461268,0.104645132,0.123807718,2932.545202,-0.085447842,13.7,0.826666667,8.5,0.268656716,17.5,0.732673267,43106,-0.004618298
1400000US42003488500,-0.030818473,-0.108520464,-0.377714076,0.078163228,-0.001652365,-0.25601903,0.108981701,0.106868099,0.121695046,819.1403082,0.04699378,6.8,2.238095238,8.5,1.575757576,21.5,0.028708134,52196,-0.006131231
1400000US42003488600,-0.052712609,-0.124469154,-0.523998038,0.071516037,-0.042319636,-0.308874431,0.124228646,0.082149518,0.215123607,1037.635508,0.082124573,14.1,0.146341463,10.8,0.565217391,22.6,-0.038297872,56941,0.075372993
1400000US42003489001,0.079446409,0.0117748,0.269024564,0.065291299,0.040968643,1,-0.01415511,0.029193843,0.730975436,3058.414465,-0.039108586,4.4,-0.24137931,9.1,1.166666667,36.9,-0.034031414,54219,0.032408553
1400000US42003489002,0.125929427,0.012766868,0.369173687,0.091889116,0.118275474,1,-0.034040311,0.105508606,0.630826313,2902.165795,0.055404671,7.4,1.96,8.8,1.378378378,42.5,-0.040632054,74398,0.001588584
1400000US42003490002,-0.004578192,-0.061639796,0.264815576,0.059024088,0.041758165,1,0.06360228,0.103397961,0.735184424,1528.721041,-0.067376573,15.5,0.504854369,7.6,2.619047619,29.3,0.162698413,51250,0.055525806
1400000US42003490003,0.07164185,-7.69E-05,0.359411881,0.082590432,0.061765982,1,0.010948582,0.061842882,0.640588119,1245.189117,0.066799317,8.6,2.307692308,5.8,-0.016949153,35.9,-0.024456522,78006,0.028356733
1400000US42003490004,0.166440704,0.102990089,0.269512255,0.178737472,0.153029972,1,0.012296768,0.050039883,0.730487745,1589.049919,0.035466946,5,0.136363636,7,0.458333333,42.9,0.254385965,80302,0.031761532
1400000US42003491101,0.23608595,0.158711449,0.288276697,0.211176354,0.211287259,1,-0.024909596,0.05257581,0.711723303,1036.731518,0.168801545,5.5,-0.337349398,5.5,4,48.4,-0.047244094,97833,0.236029867
1400000US42003491200,0.104044488,0.037926625,0.390823136,0.171785296,0.160918021,1,0.067740808,0.122991396,0.609176864,502.1415974,-0.099819332,3.5,-0.054054054,7.6,1.375,31.3,0.257028112,59474,0.137104946
1400000US42003492700,-0.458009928,-0.469342228,-0.56262947,-0.303907187,-0.390175809,-0.574028472,0.154102741,0.079166419,-0.011399002,1315.89404,-0.066259398,28.2,0.831168831,9.8,-0.371794872,14.2,-0.106918239,36500,0.260838025
1400000US42003492800,-0.69557712,-0.702314378,-0.381666116,-0.60804581,-0.655950237,-0.734438472,0.08753131,0.046364141,-0.352772356,4108.832808,-0.015495087,66.6,0.152249135,23.8,0.676056338,12.5,-0.045801527,25279,0.049748765
1400000US42003492900,-0.371851538,-0.433469421,-0.359002786,-0.25612434,-0.352115127,-0.494967379,0.115727198,0.081354294,-0.135964593,3354.037267,-0.039573144,34.2,0.52,9.9,-0.277372263,13.9,-0.067114094,36627,0.02565036
1400000US42003494000,0.114779874,0.029032258,0.232394366,0.253184713,0.154471545,1,0.138404839,0.125439287,0.767605634,4067.251462,-0.036036036,6.9,-0.330097087,10.8,0.038461538,14.9,0.103703704,37356,-0.025487178
1400000US42003495000,0.102112676,0.014534884,0.367159972,0.357750164,0.210947931,1,0.255637488,0.196413047,0.632840028,177.1256663,-0.01698887,4.4,1.095238095,15.6,2.545454545,16.4,1.186666667,40054,-0.093821407
1400000US42003496101,0.173344104,0.087235642,0.355873041,0.27305878,0.181897825,1,0.099714676,0.094662183,0.644126959,660.0523332,0.021255061,0.6,N/A,9,3.285714286,28.3,0,69429,0.217860338
1400000US42003496102,0.186269803,0.102221271,0.306535795,0.265199239,0.165959246,1,0.078929436,0.063737975,0.693464205,347.3517787,-0.029164825,4.3,2.583333333,6,-0.375,26.5,0.152173913,61472,0.120729262
1400000US42003496200,0.19935758,0.11813277,0.31438879,0.317950225,0.237899799,1,0.118592645,0.119767029,0.68561121,1049.660593,0.014502762,2.3,-0.258064516,9.1,-0.071428571,22.6,-0.017391304,55303,0.17241891
1400000US42003497000,0.167019027,0.097457627,-0.570405728,0.456439394,0.283783784,-0.021442495,0.289420367,0.186326157,0.548963233,212.7969987,-0.020153551,5.9,-0.202702703,6.1,-0.256097561,13.9,0.0859375,48393,-0.029714286
1400000US42003498000,0.049445865,-0.049350649,-0.66080402,0.260697306,0.099837662,-0.174813587,0.211251441,0.149188311,0.485990433,1774.125874,-0.003926188,6.1,0.848484848,9.4,0.146341463,15.7,0.105633803,51607,0.077592867
1400000US42003499300,-0.005623923,-0.130609492,-0.677003115,0.211508566,0.0039575,-0.265672404,0.217132489,0.134566992,0.411330711,2006.289308,0.061917443,0.8,N/A,6.3,-0.416666667,14.8,-0.305164319,41300,-0.259790304
1400000US42003499400,-0.162168645,-0.264859207,-0.664139147,0.102871488,-0.051260052,-0.356940177,0.265040133,0.213599155,0.30719897,3637.40458,-0.057679631,8.6,-0.196261682,17,0.465517241,14.5,0.768292683,29790,0.013575584
1400000US42003500300,0.02611465,-0.073044602,-0.336231884,0.216488731,0.065733414,-0.161370717,0.190374081,0.138778016,0.174861167,3331.866197,-0.014322917,6.2,6.75,7.2,-0.076923077,11.9,0.133333333,43966,0.197363763
1400000US42003501000,-0.064236111,-0.155080214,#DIV/0!,-0.014040562,-0.122222222,-0.319286872,0.050195549,0.032857992,#DIV/0!,3460.90535,0.090084252,9.3,-0.138888889,14.5,1.101449275,11.4,-0.025641026,30050,-0.078927203
1400000US42003503002,0.09375883,0.016253922,-0.543906479,0.113587135,0.021919554,-0.158624915,0.019828305,0.005665632,0.385281564,2879.692012,0.014581214,5.5,0,4.1,-0.397058824,21.8,-0.161538462,53084,0.152346633
1400000US42003504100,-0.239468199,-0.287619726,-0.660390841,-0.122466798,-0.195619604,-0.352345994,0.117001401,0.092000122,0.308044847,1656.268568,0.042056075,36.3,0.264808362,2.5,-0.691358025,16,0.194029851,40625,0.229719094
1400000US42003507000,-0.137172775,-0.221987315,-0.920792079,-0.062683643,-0.124383021,-0.337972167,0.074489132,0.097604294,0.582819912,5181.598063,-0.065093927,14.8,2.083333333,5.5,-0.083333333,14.6,-0.170454545,38977,-0.055583824
1400000US42003508000,-0.389972145,-0.409961686,#DIV/0!,-0.336870027,-0.448043185,-0.530831099,0.053102118,-0.038081499,#DIV/0!,4126.168224,-0.162636321,32.9,0.232209738,22.1,1.188118812,10.6,-0.24822695,23971,0.105571442
1400000US42003509400,-0.295972829,-0.310790651,-0.248439451,-0.218319886,-0.272375423,-0.462962963,0.077652943,0.038415228,-0.214523512,5488.659794,-0.016805171,24.9,1.567010309,5.5,-0.382022472,14.9,0.020547945,32234,-0.069806366
1400000US42003510000,-0.6,-0.618791946,-0.798839458,-0.565333333,-0.608870968,-0.71967655,0.034666667,0.009920978,0.079162908,4708.762887,-0.079133064,58.3,0.031858407,9,0.125,11.5,-0.094488189,23824,0.044912281
1400000US42003512000,-0.440281751,-0.455067865,-0.976272842,-0.377463752,-0.43747103,-0.613903808,0.062817999,0.017596835,0.362369034,4967.611336,-0.115356885,32.9,0.17921147,7.9,-0.102272727,16.2,1.454545455,32467,0.058695014
1400000US42003512800,-0.550944665,-0.574483057,-0.9820579,-0.493886199,-0.580748615,-0.683103114,0.057058466,-0.006265558,0.298954786,1744.128554,0.107535322,69.5,0.087636933,17.5,-0.332061069,5.4,0.125,18980,-0.021397267
1400000US42003512900,-0.869376123,-0.837866277,-0.983799612,-0.831858665,-0.823784388,-0.857614149,0.037517458,0.014081889,0.126185463,5100.529101,-0.064985451,67.7,0.211091234,21.1,-0.156,7,0.296296296,20648,-0.315293806
1400000US42003513800,-0.863501484,-0.864197531,-0.479212254,-0.801069519,-0.823210412,-0.82034632,0.062431965,0.040987119,-0.341134066,3532.85968,-0.019714145,71.3,-0.069190601,15.7,-0.054216867,8.1,-0.531791908,23591,0.088798634
